dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
913.901,,,,,Soporte externo,,6:00,,,,,,,,,,890,3.777031458,-71.45522648
924.029,,,,,Soporte externo,,6:00,,,,,,,,,,890,3.777076634,-71.45531104
925.149,,900,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,900,3.77708163,-71.45532039
934.680,,,,,Soporte externo,,6:00,,,,,,,,,,900,3.777124193,-71.45539993
937.158,,910,12.21,9.65,Soldadura,sin costura,,,,,,,,,,,910,3.777135266,-71.45542061
944.427,,,,,Soporte externo,,6:00,,,,,,,,,,910,3.777167764,-71.45548125
949.368,,920,12.197,9.65,Soldadura,sin costura,,,,,,,,,,,920,3.777189816,-71.4555225
954.629,,,,,Soporte externo,,6:00,,,,,,,,,,920,3.777213211,-71.45556646
961.565,,930,12.202,9.65,Soldadura,sin costura,,,,,,,,,,,930,3.777243956,-71.45562447
964.771,,,,,Soporte externo,,6:00,,,,,,,,,,930,3.77725814,-71.45565129
973.767,,940,12.194,9.65,Soldadura,sin costura,,,,,,,,,,,940,3.77729794,-71.45572657
974.861,,,,,Soporte externo,,6:00,,,,,,,,,,940,3.77730278,-71.45573572
985.061,,,,,Soporte externo,,6:00,,,,,,,,,,940,3.777347904,-71.45582108
985.961,,950,12.205,9.65,Soldadura,sin costura,,,,,,,,,,,950,3.777351896,-71.4558286
995.264,,,,,Soporte externo,,6:00,,,,,,,,,,950,3.777393367,-71.45590628
998.166,,960,11.663,9.65,Soldadura,sin costura,,,,,,,,,,,960,3.77740648,-71.45593042
1005.898,,,,,Soporte externo,,6:00,,,,,,,,,,960,3.777441417,-71.45599473
1009.829,,970,12.219,9.65,Soldadura,sin costura,,,,,,,,,,,970,3.777459179,-71.45602742
1016.151,,,,,Soporte externo,,6:00,,,,,,,,,,970,3.777487745,-71.45608001
1022.048,,980,0.379,9.65,Soldadura,sin costura,,,,,,,,,,,980,3.777514391,-71.45612905
1022.427,,990,11.619,9.65,Soldadura,sin costura,,,,,,,,,,,990,3.777516104,-71.4561322
1034.046,,1000,11.576,9.65,Soldadura,sin costura,,,,,,,,,,,1000,3.777568609,-71.45622884
1045.622,,1010,6.114,9.65,Soldadura,sin costura,,,,,,,,,,,1010,3.777620916,-71.45632512
1051.736,,1020,11.586,9.65,Soldadura,sin costura,,,,,,,,,,,1020,3.777648542,-71.45637597
1063.322,,1030,11.611,9.65,Soldadura,sin costura,,,,,,,,,,,1030,3.777700894,-71.45647234
1074.933,,1040,6.128,9.65,Soldadura,sin costura,,,,,,,,,,,1040,3.777753361,-71.45656891
1081.061,,1050,1.381,9.65,Soldadura,sin costura,,,,,,,,,,,1050,3.777781083,-71.45661986
1082.441,,1060,12,9.65,Soldadura,sin costura,,,,,,,,,,,1060,3.777787405,-71.45663129
1083.282,,,,,Soporte externo,,6:00,,,,,,,,,,1060,3.777791257,-71.45663826
1093.073,,,,,Soporte externo,,6:00,,,,,,,,,,1060,3.77783666,-71.45671904
1094.442,,1070,9.845,9.65,Soldadura,sin costura,,,,,,,,,,,1070,3.777843184,-71.45673024
1103.317,,,,,Soporte externo,,6:00,,,,,,,,,,1070,3.777885474,-71.45680282
1104.287,,1080,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,1080,3.777890096,-71.45681076
1113.315,,,,,Soporte externo,,6:00,,,,,,,,,,1080,3.777933115,-71.45688459
1116.293,,1090,12.045,9.65,Soldadura,sin costura,,,,,,,,,,,1090,3.777947305,-71.45690895
1123.546,,,,,Soporte externo,,6:00,,,,,,,,,,1090,3.777981867,-71.45696827
1128.338,,1100,12.204,9.65,Soldadura,sin costura,,,,,,,,,,,1100,3.778004701,-71.45700746
1133.671,,,,,Soporte externo,,6:00,,,,,,,,,,1100,3.778030111,-71.45705107
1140.542,,1110,12.174,9.65,Soldadura,sin costura,,,,,,,,,,,1110,3.778062857,-71.45710727
1143.802,,,,,Soporte externo,,6:00,,,,,,,,,,1110,3.778078399,-71.45713392
1152.716,,1120,2.291,9.65,Soldadura,sin costura,,,,,,,,,,,1120,3.778120965,-71.45720677
1153.864,,,,,Soporte externo,,6:00,,,,,,,,,,1120,3.778126452,-71.45721615
1155.007,,1130,12.047,9.65,Soldadura,sin costura,,,,,,,,,,,1130,3.778131915,-71.45722549
1164.006,,,,,Soporte externo,,6:00,,,,,,,,,,1130,3.778174924,-71.45729902
1167.054,,1140,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,1140,3.778189491,-71.45732392
1174.048,,,,,Soporte externo,,6:00,,,,,,,,,,1140,3.778222916,-71.45738106
1179.060,,1150,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,1150,3.778246869,-71.45742201
1184.370,,,,,Soporte externo,,6:00,,,,,,,,,,1150,3.778272247,-71.4574654
1191.056,,1160,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,1160,3.778303859,-71.45752022
1194.551,,,,,Soporte externo,,6:00,,,,,,,,,,1160,3.778320362,-71.45754889
1203.085,,1170,12.18,9.65,Soldadura,sin costura,,,,,,,,,,,1170,3.778360262,-71.45761913
1204.624,,,,,Soporte externo,,6:00,,,,,,,,,,1170,3.778367457,-71.45763179
1214.705,,,,,Soporte externo,,6:00,,,,,,,,,,1170,3.778414585,-71.45771476
1215.265,,1180,12.192,9.65,Soldadura,sin costura,,,,,,,,,,,1180,3.778417203,-71.45771937
1224.731,,,,,Soporte externo,,6:00,,,,,,,,,,1180,3.778461456,-71.45779728
1227.457,,1190,12.237,9.65,Soldadura,sin costura,,,,,,,,,,,1190,3.778474201,-71.45781972
1234.817,,,,,Soporte externo,,6:00,,,,,,,,,,1190,3.77850861,-71.45788029
1239.693,,1200,12.257,9.65,Soldadura,sin costura,,,,,,,,,,,1200,3.778531405,-71.45792042
1244.967,,,,,Soporte externo,,6:00,,,,,,,,,,1200,3.77855606,-71.45796383
1251.950,,1210,12.217,9.65,Soldadura,sin costura,,,,,,,,,,,1210,3.778588713,-71.4580213
1255.090,,,,,Soporte externo,,6:00,,,,,,,,,,1210,3.778603442,-71.45804711
1264.167,,1220,12.196,9.65,Soldadura,sin costura,,,,,,,,,,,1220,3.778648418,-71.45812022
1265.127,,,,,Soporte externo,,6:00,,,,,,,,,,1220,3.778653641,-71.45812765
1275.230,,,,,Soporte externo,,6:00,,,,,,,,,,1220,3.77870861,-71.45820591
1276.363,,1230,12.177,9.65,Soldadura,sin costura,,,,,,,,,,,1230,3.778714774,-71.45821468
1285.209,,,,,Soporte externo,,6:00,,,,,,,,,,1230,3.778762927,-71.45828318
1288.540,,1240,12.203,9.65,Soldadura,sin costura,,,,,,,,,,,1240,3.778781065,-71.45830897
1295.282,,,,,Soporte externo,,6:00,,,,,,,,,,1240,3.778817869,-71.4583611
1300.743,,1250,12.227,9.65,Soldadura,sin costura,,,,,,,,,,,1250,3.778848018,-71.45840309
1305.310,,,,,Soporte externo,,6:00,,,,,,,,,,1250,3.778873752,-71.45843782
1312.970,,1260,12.243,9.65,Soldadura,sin costura,,,,,,,,,,,1260,3.778917692,-71.45849549
1315.463,,,,,Soporte externo,,6:00,,,,,,,,,,1260,3.778932157,-71.45851414
1325.213,,1270,12.237,9.65,Soldadura,sin costura,,,,,,,,,,,1270,3.778980161,-71.45859274
1325.544,,,,,Soporte externo,,6:00,,,,,,,,,,1270,3.778981699,-71.45859547
1335.614,,,,,Soporte externo,,6:00,,,,,,,,,,1270,3.779022368,-71.45868162
1337.450,,1280,12.206,9.65,Soldadura,sin costura,,,,,,,,,,,1280,3.779027699,-71.45869803
1345.936,,,,,Soporte externo,,6:00,,,,,,,,,,1280,3.779042064,-71.45877706
1349.656,,1290,12.192,9.65,Soldadura,sin costura,,,,,,,,,,,1290,3.779049064,-71.45881156
1356.009,,,,,Soporte externo,,6:00,,,,,,,,,,1290,3.779061073,-71.45887049
1361.848,,1300,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,1300,3.779072111,-71.45892464
1366.004,,,,,Soporte externo,,6:00,,,,,,,,,,1300,3.779079968,-71.45896319
1373.857,,1310,12.228,9.65,Soldadura,sin costura,,,,,,,,,,,1310,3.779094814,-71.45903602
1376.534,,,,,Soporte externo,,6:00,,,,,,,,,,1310,3.779099806,-71.45906086
1386.085,,1320,9.863,9.65,Soldadura,sin costura,,,,,,,,,,,1320,3.779117467,-71.45914953
1386.590,,,,,Soporte externo,,6:00,,,,,,,,,,1320,3.779118387,-71.45915422
1395.948,,1330,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,1330,3.779135445,-71.45924114
1396.660,,,,,Soporte externo,,6:00,,,,,,,,,,1330,3.779136743,-71.45924775
1407.355,,,,,Soporte externo,,6:00,,,,,,,,,,1330,3.779156238,-71.45934709
1407.955,,1340,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,1340,3.779157331,-71.45935266
1419.972,,1350,12.183,9.65,Soldadura,sin costura,,,,,,,,,,,1350,3.779179236,-71.45946428
1421.081,,,,,Soporte externo,,6:00,,,,,,,,,,1350,3.779181257,-71.45947458
1428.428,,,,,Soporte externo,,6:00,,,,,,,,,,1350,3.77919465,-71.45954282
1432.155,,1360,12.206,9.65,Soldadura,sin costura,,,,,,,,,,,1360,3.779201444,-71.45957744
1435.960,,,,,Soporte externo,,6:00,,,,,,,,,,1360,3.77920838,-71.45961278
1437.355,,,,,Soporte externo,,6:00,,,,,,,,,,1360,3.779210923,-71.45962573
1444.361,,1370,12.174,9.65,Soldadura,sin costura,,,,,,,,,,,1370,3.779223693,-71.45969081
1446.650,,,,,Soporte externo,,6:00,,,,,,,,,,1370,3.779227865,-71.45971207
1455.284,,,,,Soporte externo,,6:00,,,,,,,,,,1370,3.779243825,-71.45979222
1456.535,,1380,12.198,9.65,Soldadura,sin costura,,,,,,,,,,,1380,3.779246164,-71.45980383
1468.733,,1390,12.194,9.65,Soldadura,sin costura,,,,,,,,,,,1390,3.779269188,-71.45991697
1469.738,,,,,Soporte externo,,6:00,,,,,,,,,,1390,3.779271093,-71.45992629
1471.138,,,,,Soporte externo,,6:00,,,,,,,,,,1390,3.779273746,-71.45993927
1479.309,,,,,Soporte externo,,6:00,,,,,,,,,,1390,3.779289228,-71.46001505
1480.927,,1400,11.79,9.65,Soldadura,sin costura,,,,,,,,,,,1400,3.779292294,-71.46003005
1484.659,,,,,Soporte externo,,6:00,,,,,,,,,,1400,3.779299365,-71.46006466
1486.039,,,,,Soporte externo,,6:00,,,,,,,,,,1400,3.77930198,-71.46007746
1492.717,,1410,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,1410,3.779314633,-71.46013939
1496.156,,,,,Accesorio de tubería  / aditamento,,10:30,,,,,,,,,,1410,3.779321149,-71.46017128
1504.752,,1420,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,1420,3.779337437,-71.460251
1515.231,,,,,Soporte externo,,6:00,,,,,,,,,,1420,3.779357292,-71.46034818
1516.747,,1430,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,1430,3.779360165,-71.46036224
1524.197,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,1430,3.779374282,-71.46043133
1528.746,,1440,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,1440,3.779382887,-71.46047352
1532.783,-4.037,,,,Anomalía  / Anomalía de Manufactura,,10:21,INT,PITT,11,,,,12,15,0.43,1440,3.779390512,-71.46051096
1534.201,,,,,Soporte externo,,6:00,,,,,,,,,,1440,3.77939319,-71.46052412
1540.752,,1450,11.272,9.65,Soldadura,sin costura,,,,,,,,,,,1450,3.779405552,-71.46058488
1544.392,,,,,Soporte externo,,6:00,,,,,,,,,,1450,3.779412418,-71.46061864
1552.024,,1460,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,1460,3.779426793,-71.46068944
1554.587,,,,,Soporte externo,,6:00,,,,,,,,,,1460,3.779431619,-71.46071321
1564.051,,1470,11.991,9.65,Soldadura,sin costura,,,,,,,,,,,1470,3.779449064,-71.46080108
1564.787,,,,,Soporte externo,,6:00,,,,,,,,,,1470,3.779450419,-71.46080791
1574.948,,,,,Soporte externo,,6:00,,,,,,,,,,1470,3.779469131,-71.46090225
1576.042,,1480,11.956,9.65,Soldadura,sin costura,,,,,,,,,,,1480,3.779471145,-71.46091241
1584.855,,,,,Soporte externo,,6:00,,,,,,,,,,1480,3.779487374,-71.46099423
1587.998,,1490,1.531,9.65,Soldadura,sin costura,,,,,,,,,,,1490,3.779493162,-71.46102342
1589.529,,1500,12.053,9.65,Soldadura,sin costura,,,,,,,,,,,1500,3.779495982,-71.46103763
1595.017,,,,,Soporte externo,,6:00,,,,,,,,,,1500,3.779506088,-71.46108858
1601.582,,1510,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,1510,3.779518177,-71.46114954
1605.062,,,,,Soporte externo,,6:00,,,,,,,,,,1510,3.779524585,-71.46118185
1613.602,,1520,11.935,9.65,Soldadura,sin costura,,,,,,,,,,,1520,3.779540311,-71.46126114
1615.292,,,,,Soporte externo,,6:00,,,,,,,,,,1520,3.779543424,-71.46127683
1625.537,,1530,10.634,9.65,Soldadura,sin costura,,,,,,,,,,,1530,3.779562289,-71.46137195
1626.439,,,,,Soporte externo,,6:00,,,,,,,,,,1530,3.77956395,-71.46138032
1636.170,,1540,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,1540,3.779581869,-71.46147067
1636.697,,,,,Soporte externo,,6:00,,,,,,,,,,1540,3.779582839,-71.46147556
1644.454,,,,,Soporte externo,,6:00,,,,,,,,,,1540,3.779597115,-71.46154759
1646.766,,,,,Marcador sobre el Terreno  / Pole No. 2,,,,,,,,,,,,1540,3.779601368,-71.46156905
1648.194,,1550,2.739,9.65,Soldadura,sin costura,,,,,,,,,,,1550,3.779603995,-71.46158231
1650.933,,1560,9.941,9.65,Soldadura,sin costura,,,,,,,,,,,1560,3.779609031,-71.46160774
1653.455,,,,,Soporte externo,,6:00,,,,,,,,,,1560,3.779613664,-71.46163116
1660.874,,1570,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,1570,3.779627294,-71.46170005
1663.559,,,,,Soporte externo,,6:00,,,,,,,,,,1570,3.779632228,-71.46172498
1665.147,-4.273,,,,Anomalía  / Anomalía de Manufactura,,3:33,INT,PITT,14,,,,12,15,0.43,1570,3.779635146,-71.46173973
1672.871,,1580,12.049,9.65,Soldadura,sin costura,,,,,,,,,,,1580,3.779649338,-71.46181145
1673.460,,,,,Soporte externo,,6:00,,,,,,,,,,1580,3.77965042,-71.46181692
1674.987,,,,,Soporte externo,,6:00,,,,,,,,,,1580,3.779653226,-71.4618311
1684.920,,1590,12.042,9.65,Soldadura,sin costura,,,,,,,,,,,1590,3.779671476,-71.46192333
1686.751,,,,,Soporte externo,,6:00,,,,,,,,,,1590,3.779674841,-71.46194033
1688.301,,,,,Soporte externo,,6:00,,,,,,,,,,1590,3.779677685,-71.46195472
1696.963,,1600,12.044,9.65,Soldadura,sin costura,,,,,,,,,,,1600,3.779693453,-71.46203518
1698.692,,,,,Soporte externo,,6:00,,,,,,,,,,1600,3.779696529,-71.46205125
1700.228,,,,,Soporte externo,,6:00,,,,,,,,,,1600,3.779699229,-71.46206554
1709.007,,1610,12.048,9.65,Soldadura,sin costura,,,,,,,,,,,1610,3.779714616,-71.4621472
1710.735,,,,,Soporte externo,,6:00,,,,,,,,,,1610,3.779717617,-71.46216328
1721.055,,1620,11.979,9.65,Soldadura,sin costura,,,,,,,,,,,1620,3.779735512,-71.46225931
1722.086,,,,,Soporte externo,,6:00,,,,,,,,,,1620,3.779737297,-71.4622689
1732.217,,,,,Soporte externo,,6:00,,,,,,,,,,1620,3.779754829,-71.46236318
1733.033,,1630,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,1630,3.779756242,-71.46237077
1741.996,,,,,Soporte externo,,6:00,,,,,,,,,,1630,3.779771806,-71.46245417
1745.013,,1640,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,1640,3.779777053,-71.46248224
1752.504,,,,,Soporte externo,,6:00,,,,,,,,,,1640,3.779790078,-71.46255194
1757.049,,1650,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,1650,3.779797981,-71.46259423
1762.826,,,,,Soporte externo,,6:00,,,,,,,,,,1650,3.779808026,-71.46264798
1769.090,,1660,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,1660,3.779818918,-71.46270626
1775.167,,,,,Soporte externo,,6:00,,,,,,,,,,1660,3.779829485,-71.46276281
1781.096,,1670,11.974,9.65,Soldadura,sin costura,,,,,,,,,,,1670,3.779839794,-71.46281797
1785.182,,,,,Soporte externo,,6:00,,,,,,,,,,1670,3.7798469,-71.46285599
1793.070,,1680,11.973,9.65,Soldadura,sin costura,,,,,,,,,,,1680,3.779860621,-71.46292938
1795.355,,,,,Soporte externo,,6:00,,,,,,,,,,1680,3.779864612,-71.46295064
1805.043,,1690,2.03,9.65,Soldadura,sin costura,,,,,,,,,,,1690,3.779881688,-71.46304074
1805.831,,,,,Soporte externo,,6:00,,,,,,,,,,1690,3.779883105,-71.46304806
1807.073,,1700,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,1700,3.779885339,-71.4630596
1816.020,,,,,Soporte externo,,6:00,,,,,,,,,,1700,3.779901427,-71.46314274
1819.087,,1710,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,1710,3.779906942,-71.46317125
1826.447,,,,,Soporte externo,,6:00,,,,,,,,,,1710,3.779920177,-71.46323964
1831.116,,1720,12.058,9.65,Soldadura,sin costura,,,,,,,,,,,1720,3.779928573,-71.46328303
1836.877,,,,,Soporte externo,,6:00,,,,,,,,,,1720,3.779938932,-71.46333657
1843.174,,1730,3.169,9.65,Soldadura,sin costura,,,,,,,,,,,1730,3.779950255,-71.46339509
1846.343,,1740,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,1740,3.779955954,-71.46342454
1847.332,,,,,Soporte externo,,6:00,,,,,,,,,,1740,3.779957732,-71.46343373
1857.690,,,,,Soporte externo,,6:00,,,,,,,,,,1740,3.779976356,-71.46352999
1858.355,,1750,7.641,9.65,Soldadura,sin costura,,,,,,,,,,,1750,3.779977552,-71.46353617
1865.996,,1760,10.735,9.65,Soldadura,sin costura,,,,,,,,,,,1760,3.779991254,-71.46360718
1867.671,,,,,Soporte externo,,6:00,,,,,,,,,,1760,3.779994257,-71.46362275
1876.731,,1770,12.072,9.65,Soldadura,sin costura,,,,,,,,,,,1770,3.780010277,-71.463707
1877.885,,,,,Soporte externo,,6:00,,,,,,,,,,1770,3.780012314,-71.46371773
1888.235,,,,,Soporte externo,,6:00,,,,,,,,,,1770,3.78003059,-71.46381398
1888.803,,1780,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,1780,3.780031593,-71.46381926
1898.446,,,,,Soporte externo,,6:00,,,,,,,,,,1780,3.780048619,-71.46390893
1900.844,,1790,11.968,9.65,Soldadura,sin costura,,,,,,,,,,,1790,3.780052853,-71.46393123
1908.463,,,,,Soporte externo,,6:00,,,,,,,,,,1790,3.780066306,-71.46400208
1912.812,,1800,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,1800,3.780073985,-71.46404252
1918.619,,,,,Soporte externo,,6:00,,,,,,,,,,1800,3.780084238,-71.46409652
1924.804,,1810,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,1810,3.78009516,-71.46415404
1928.526,,,,,Soporte externo,,6:00,,,,,,,,,,1810,3.780101728,-71.46418865
1936.799,,1820,9.164,9.65,Soldadura,sin costura,,,,,,,,,,,1820,3.780116094,-71.46426563
1938.469,,,,,Soporte externo,,6:00,,,,,,,,,,1820,3.780118828,-71.4642812
1945.963,,1830,11.979,9.65,Soldadura,sin costura,,,,,,,,,,,1830,3.780131092,-71.46435106
1948.644,,,,,Soporte externo,,6:00,,,,,,,,,,1830,3.780135479,-71.46437606
1957.942,,1840,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,1840,3.780150694,-71.46446274
1958.979,,,,,Soporte externo,,6:00,,,,,,,,,,1840,3.780152391,-71.46447241
1969.063,,,,,Soporte externo,,6:00,,,,,,,,,,1840,3.780168893,-71.46456642
1969.964,,1850,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,1850,3.780170368,-71.46457482
1979.014,,,,,Soporte externo,,6:00,,,,,,,,,,1850,3.780185178,-71.4646592
1981.961,,1860,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,1860,3.780190001,-71.46468667
1989.167,,,,,Soporte externo,,6:00,,,,,,,,,,1860,3.780201793,-71.46475385
1993.971,,1870,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,1870,3.780209655,-71.46479864
1999.218,,,,,Soporte externo,,6:00,,,,,,,,,,1870,3.780218241,-71.46484755
2005.987,,1880,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,1880,3.780229318,-71.46491066
2009.343,,,,,Soporte externo,,6:00,,,,,,,,,,1880,3.780234809,-71.46494195
2018.017,,1890,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,1890,3.780249005,-71.46502282
2019.438,,,,,Soporte externo,,6:00,,,,,,,,,,1890,3.780251331,-71.46503606
2029.276,,,,,Soporte externo,,6:00,,,,,,,,,,1890,3.78026743,-71.46512778
2030.030,,1900,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,1900,3.780268664,-71.46513481
2039.285,,,,,Soporte externo,,6:00,,,,,,,,,,1900,3.780284132,-71.46522104
2042.053,,1910,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,1910,3.780288888,-71.4652468
2049.275,,,,,Soporte externo,,6:00,,,,,,,,,,1910,3.780301333,-71.46531402
2054.047,,1920,10.996,9.65,Soldadura,sin costura,,,,,,,,,,,1920,3.780309555,-71.46535843
2059.873,,,,,Soporte externo,,6:00,,,,,,,,,,1920,3.780319594,-71.46541266
2063.553,-9.506,,,,Anomalía  / Anomalía de Manufactura,,2:31,INT,PITT,10,,,,13,15,0.43,1920,3.780325935,-71.46544691
2065.043,,1930,1.01,9.65,Soldadura,sin costura,,,,,,,,,,,1930,3.780328503,-71.46546078
2066.053,,1940,11.624,9.65,Soldadura,sin costura,,,,,,,,,,,1940,3.780330243,-71.46547018
2069.205,,,,,Soporte externo,,6:00,,,,,,,,,,1940,3.780335674,-71.46549951
2077.677,,1950,11.638,9.65,Soldadura,sin costura,,,,,,,,,,,1950,3.780350273,-71.46557836
2089.315,,1960,11.605,9.65,Soldadura,sin costura,,,,,,,,,,,1960,3.780370328,-71.46568668
2100.920,,1970,6.1,9.65,Soldadura,sin costura,,,,,,,,,,,1970,3.780390326,-71.46579469
2107.021,,1980,6.11,9.65,Soldadura,sin costura,,,,,,,,,,,1980,3.780400839,-71.46585148
2113.131,,1990,11.491,9.65,Soldadura,sin costura,,,,,,,,,,,1990,3.780411366,-71.46590834
2124.621,,2000,6.113,9.65,Soldadura,sin costura,,,,,,,,,,,2000,3.780431165,-71.46601528
2130.734,,2010,5.581,9.65,Soldadura,sin costura,,,,,,,,,,,2010,3.780442063,-71.46607211
2136.315,,2020,0.974,9.65,Soldadura,sin costura,,,,,,,,,,,2020,3.780452147,-71.46612397
2137.289,,2030,4.85,9.65,Soldadura,sin costura,,,,,,,,,,,2030,3.780453949,-71.46613301
2139.376,,,,,Soporte externo,,6:00,,,,,,,,,,2030,3.78045781,-71.46615238
2142.140,,2040,12.039,9.65,Soldadura,sin costura,,,,,,,,,,,2040,3.780462923,-71.46617804
2149.839,,,,,Soporte externo,,6:00,,,,,,,,,,2040,3.780477163,-71.46624951
2154.179,,2050,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,2050,3.780485181,-71.4662898
2160.089,,,,,Soporte externo,,6:00,,,,,,,,,,2050,3.780496018,-71.46634468
2166.193,,2060,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,2060,3.780507145,-71.46640137
2170.087,,,,,Soporte externo,,6:00,,,,,,,,,,2060,3.780514202,-71.46643755
2178.218,,2070,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,2070,3.78052894,-71.46651309
2180.188,,,,,Soporte externo,,6:00,,,,,,,,,,2070,3.780532511,-71.46653139
2190.214,,2080,11.968,9.65,Soldadura,sin costura,,,,,,,,,,,2080,3.780550681,-71.46662454
2190.925,,,,,Soporte externo,,6:00,,,,,,,,,,2080,3.78055197,-71.46663114
2201.031,,,,,Soporte externo,,6:00,,,,,,,,,,2080,3.780570288,-71.46672503
2202.182,,2090,11.94,9.65,Soldadura,sin costura,,,,,,,,,,,2090,3.780572374,-71.46673572
2210.932,,,,,Soporte externo,,6:00,,,,,,,,,,2090,3.780588233,-71.46681701
2214.122,,2100,11.957,9.65,Soldadura,sin costura,,,,,,,,,,,2100,3.780594015,-71.46684665
2221.171,,,,,Soporte externo,,6:00,,,,,,,,,,2100,3.780606792,-71.46691213
2226.080,,2110,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,2110,3.780615689,-71.46695774
2231.252,,,,,Soporte externo,,6:00,,,,,,,,,,2110,3.780625064,-71.46700579
2238.088,,2120,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,2120,3.780637455,-71.4670693
2241.435,,,,,Soporte externo,,6:00,,,,,,,,,,2120,3.78064352,-71.46710039
2250.112,,2130,1.399,9.65,Soldadura,sin costura,,,,,,,,,,,2130,3.780659246,-71.467181
2251.511,,2140,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,2140,3.780661782,-71.467194
2252.219,,,,,Soporte externo,,6:00,,,,,,,,,,2140,3.780663065,-71.46720058
2262.314,,,,,Soporte externo,,6:00,,,,,,,,,,2140,3.780681096,-71.46729441
2263.512,,2150,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,2150,3.780683192,-71.46730556
2272.232,,,,,Soporte externo,,6:00,,,,,,,,,,2150,3.780698378,-71.46738669
2275.508,,2160,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,2160,3.78070406,-71.46741717
2282.252,,,,,Soporte externo,,6:00,,,,,,,,,,2160,3.780715757,-71.46747993
2287.517,,2170,11.966,9.65,Soldadura,sin costura,,,,,,,,,,,2170,3.780724888,-71.46752892
2292.469,,,,,Soporte externo,,6:00,,,,,,,,,,2170,3.780733477,-71.467575
2299.483,,2180,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,2180,3.780745642,-71.46764026
2302.553,,,,,Soporte externo,,6:00,,,,,,,,,,2180,3.780750967,-71.46766883
2311.505,,2190,12.002,9.65,Soldadura,sin costura,,,,,,,,,,,2190,3.780766494,-71.46775213
2312.645,,,,,Soporte externo,,6:00,,,,,,,,,,2190,3.780768471,-71.46776274
2322.593,,,,,Soporte externo,,6:00,,,,,,,,,,2190,3.780785725,-71.46785531
2323.507,,2200,8.306,9.65,Soldadura,sin costura,,,,,,,,,,,2200,3.78078731,-71.46786381
2331.813,,2210,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,2210,3.780801717,-71.4679411
2332.890,,,,,Soporte externo,,6:00,,,,,,,,,,2210,3.780803584,-71.46795112
2342.863,,,,,Soporte externo,,6:00,,,,,,,,,,2210,3.780820834,-71.46804393
2343.829,,2220,12.002,9.65,Soldadura,sin costura,,,,,,,,,,,2220,3.78082247,-71.46805293
2352.792,,,,,Soporte externo,,6:00,,,,,,,,,,2220,3.780836573,-71.46813658
2355.832,,2230,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,2230,3.780840113,-71.46816514
2358.683,-2.851,,,,Anomalía  / Anomalía de Manufactura,,3:07,INT,PITT,13,,,,13,15,0.43,2230,3.780843301,-71.46819193
